,Customer ID,RECENCY,FREQUENCY,MONETARY,FINAL_CLUSTER,SEGMENT
457,13279.0,77,8,120.05000000000001,1,Low-Value
4056,16967.0,188,7,120.42000000000002,1,Low-Value
5195,18132.0,503,29,120.49000000000002,0,Lost Customer
4356,17273.0,423,9,120.53999999999999,2,Mid-Value
4806,17737.0,8,7,120.54,1,Low-Value
5296,18234.0,551,17,120.55000000000001,0,Lost Customer
79,12894.0,574,14,120.9,0,Lost Customer
1944,14811.0,386,18,120.9,2,Mid-Value
2848,15740.0,48,7,120.94000000000003,1,Low-Value
4343,17260.0,410,6,120.95,2,Mid-Value
152,12968.0,111,4,120.95,1,Low-Value
1509,14368.0,319,6,121.0,2,Mid-Value
2166,15049.0,273,3,121.17000000000002,2,Mid-Value
4912,17847.0,515,8,121.19,0,Lost Customer
2971,15866.0,100,21,121.41,1,Low-Value
786,13621.0,116,12,121.45000000000002,1,Low-Value
3045,15941.0,636,2,121.5,0,Lost Customer
4758,17689.0,387,9,121.54,2,Mid-Value
697,13532.0,33,26,121.71000000000001,1,Low-Value
5010,17946.0,232,15,121.78,2,Mid-Value
733,13568.0,172,25,121.80000000000001,1,Low-Value
1215,14066.0,266,5,121.95,2,Mid-Value
3499,16403.0,311,7,122.0,2,Mid-Value
2282,15166.0,467,9,122.16000000000001,2,Mid-Value
5341,18279.0,518,6,122.32,0,Lost Customer
265,13084.0,491,2,122.39999999999999,0,Lost Customer
3175,16073.0,296,1,122.39999999999999,2,Mid-Value
2756,15647.0,414,8,122.5,2,Mid-Value
1517,14376.0,682,12,122.50999999999999,0,Lost Customer
5024,17960.0,170,27,122.52000000000001,1,Low-Value
3779,16687.0,390,7,122.83,2,Mid-Value
2687,15578.0,161,10,123.19999999999999,1,Low-Value
3442,16346.0,384,8,123.47,2,Mid-Value
1333,14187.0,473,8,123.5,2,Mid-Value
3724,16632.0,485,10,123.9,0,Lost Customer
1945,14812.0,598,23,123.95000000000003,0,Lost Customer
4317,17234.0,182,11,124.04,1,Low-Value
1257,14109.0,72,8,124.2,1,Low-Value
1208,14059.0,266,5,124.2,2,Mid-Value
5064,18000.0,563,6,124.25,0,Lost Customer
1714,14578.0,2,15,124.53000000000002,1,Low-Value
2585,15474.0,595,15,124.61000000000001,0,Lost Customer
1527,14386.0,296,6,124.7,2,Mid-Value
3765,16673.0,678,15,124.73000000000002,0,Lost Customer
490,13312.0,450,5,124.75,2,Mid-Value
5316,18254.0,580,7,125.1,0,Lost Customer
5078,18014.0,27,20,125.29,1,Low-Value
1724,14588.0,577,13,125.49,0,Lost Customer
688,13522.0,29,5,125.80000000000001,1,Low-Value
2574,15463.0,28,7,126.14,1,Low-Value
1818,14683.0,587,18,126.34000000000002,0,Lost Customer
2546,15435.0,21,24,126.64,1,Low-Value
2801,15692.0,27,8,126.78000000000002,1,Low-Value
2450,15335.0,52,23,126.99000000000002,1,Low-Value
4920,17855.0,372,9,127.07000000000001,2,Mid-Value
4946,17881.0,303,7,127.40000000000002,2,Mid-Value
774,13609.0,592,6,127.45000000000002,0,Lost Customer
4450,17367.0,237,21,127.65000000000002,2,Mid-Value
111,12927.0,394,7,127.83,2,Mid-Value
887,13724.0,636,23,127.96,0,Lost Customer
1461,14318.0,459,8,128.02,2,Mid-Value
5331,18269.0,365,5,128.4,2,Mid-Value
1722,14586.0,276,10,128.51999999999998,2,Mid-Value
2657,15548.0,595,14,128.54,0,Lost Customer
864,13701.0,446,7,128.60000000000002,2,Mid-Value
4141,17056.0,737,8,128.60000000000002,0,Lost Customer
4026,16937.0,498,28,128.70000000000002,0,Lost Customer
524,13348.0,63,8,128.76,1,Low-Value
451,13273.0,112,14,128.78,1,Low-Value
1812,14677.0,592,9,128.82999999999998,0,Lost Customer
2866,15758.0,24,6,128.85,1,Low-Value
2411,15295.0,653,27,128.99,0,Lost Customer
2884,15778.0,430,7,129.0,2,Mid-Value
3008,15904.0,7,20,129.14999999999998,1,Low-Value
3757,16665.0,361,8,129.5,2,Mid-Value
1584,14445.0,455,16,129.55,2,Mid-Value
2433,15317.0,676,5,129.75,0,Lost Customer
5068,18004.0,361,26,129.83,2,Mid-Value
4987,17922.0,542,6,129.9,0,Lost Customer
150,12966.0,9,8,130.18,1,Low-Value
4298,17215.0,463,8,130.3,2,Mid-Value
4888,17820.0,373,24,130.31,2,Mid-Value
3506,16410.0,733,5,130.32,0,Lost Customer
1190,14041.0,265,17,130.56,2,Mid-Value
3095,15991.0,533,5,130.75,0,Lost Customer
3397,16299.0,476,8,130.8,0,Lost Customer
145,12961.0,378,22,130.91000000000003,2,Mid-Value
409,13229.0,225,8,131.1,2,Mid-Value
4308,17225.0,581,5,131.15,0,Lost Customer
1863,14728.0,412,9,131.29000000000002,2,Mid-Value
629,13457.0,688,8,131.72,0,Lost Customer
592,13420.0,149,6,131.95,1,Low-Value
846,13683.0,457,5,132.0,2,Mid-Value
2291,15175.0,71,14,132.14,1,Low-Value
4862,17794.0,686,6,132.45000000000002,0,Lost Customer
4871,17803.0,391,18,133.31,2,Mid-Value
2097,14980.0,736,19,133.38,0,Lost Customer
841,13678.0,151,10,133.44,1,Low-Value
3634,16540.0,413,17,133.55,2,Mid-Value
4253,17170.0,373,8,133.67999999999998,2,Mid-Value
4196,17112.0,502,30,133.77,0,Lost Customer
4498,17417.0,548,12,134.18,0,Lost Customer
3157,16055.0,220,8,134.8,2,Mid-Value
4820,17751.0,420,21,134.97000000000003,2,Mid-Value
5017,17953.0,539,16,134.98,0,Lost Customer
4282,17199.0,581,8,135.04000000000002,0,Lost Customer
2473,15359.0,662,12,135.1,0,Lost Customer
4673,17600.0,17,11,135.15,1,Low-Value
4767,17698.0,260,7,135.14999999999998,2,Mid-Value
1658,14519.0,683,20,135.19,0,Lost Customer
1738,14602.0,655,19,135.62,0,Lost Customer
2530,15419.0,24,8,135.86,1,Low-Value
1547,14406.0,118,7,135.95,1,Low-Value
3558,16462.0,73,3,136.0,1,Low-Value
1507,14366.0,524,1,136.0,0,Lost Customer
4591,17517.0,308,10,136.24,2,Mid-Value
1657,14518.0,63,10,136.58,1,Low-Value
1122,13972.0,70,10,136.67,1,Low-Value
3822,16731.0,647,30,136.67,0,Lost Customer
190,13007.0,579,9,137.1,0,Lost Customer
2643,15534.0,725,6,137.25,0,Lost Customer
1195,14046.0,283,11,137.53,2,Mid-Value
1884,14749.0,479,8,137.65,0,Lost Customer
5101,18038.0,555,24,137.70000000000002,0,Lost Customer
2255,15139.0,239,10,137.86,2,Mid-Value
2549,15438.0,130,21,138.03,1,Low-Value
2137,15020.0,378,17,138.13,2,Mid-Value
5046,17982.0,680,13,138.18,0,Lost Customer
3832,16741.0,624,9,138.32,0,Lost Customer
2669,15560.0,397,9,138.51999999999998,2,Mid-Value
5336,18274.0,29,9,138.72,1,Low-Value
2023,14892.0,690,9,138.75,0,Lost Customer
449,13271.0,36,43,138.85999999999999,1,Low-Value
1842,14707.0,435,2,139.2,2,Mid-Value
4906,17840.0,443,36,139.45,2,Mid-Value
4473,17390.0,420,9,139.6,2,Mid-Value
78,12893.0,30,23,139.61,1,Low-Value
3656,16562.0,476,21,139.95,0,Lost Customer
1955,14822.0,484,8,140.0,0,Lost Customer
4115,17030.0,63,10,140.07,1,Low-Value
4739,17670.0,227,7,140.3,2,Mid-Value
421,13242.0,111,7,140.4,1,Low-Value
2854,15746.0,133,21,140.39999999999998,1,Low-Value
4812,17743.0,447,2,140.7,2,Mid-Value
5023,17959.0,591,2,140.75,0,Lost Customer
979,13826.0,175,7,140.8,1,Low-Value
4969,17904.0,20,22,140.82000000000002,1,Low-Value
3433,16337.0,36,9,140.85000000000002,1,Low-Value
768,13603.0,25,20,140.9,1,Low-Value
2571,15460.0,353,29,140.91,2,Mid-Value
143,12959.0,483,7,141.05,0,Lost Customer
2072,14955.0,732,22,141.09,0,Lost Customer
1710,14574.0,732,10,141.15,0,Lost Customer
4268,17185.0,591,25,141.45,0,Lost Customer
5268,18206.0,552,8,141.82,0,Lost Customer
2010,14879.0,684,20,142.21000000000004,0,Lost Customer
3410,16312.0,431,8,142.64999999999998,2,Mid-Value
1675,14536.0,259,15,142.65,2,Mid-Value
2663,15554.0,277,9,143.0,2,Mid-Value
1247,14098.0,36,19,143.14999999999998,1,Low-Value
1947,14814.0,580,23,143.26,0,Lost Customer
37,12848.0,675,12,143.39999999999998,0,Lost Customer
5220,18158.0,8,9,143.70000000000002,1,Low-Value
4267,17184.0,568,10,143.82,0,Lost Customer
5045,17981.0,410,8,143.92999999999998,2,Mid-Value
3138,16035.0,559,14,143.99,0,Lost Customer
4269,17186.0,46,2,144.0,1,Low-Value
2922,15816.0,541,11,144.15,0,Lost Customer
5189,18126.0,60,34,144.32,1,Low-Value
3943,16852.0,9,9,144.91,1,Low-Value
5057,17993.0,616,23,144.94,0,Lost Customer
3215,16113.0,182,21,145.13000000000002,1,Low-Value
952,13790.0,3,13,145.22000000000003,1,Low-Value
1684,14545.0,673,7,145.25,0,Lost Customer
2329,15213.0,318,11,145.65,2,Mid-Value
3714,16622.0,543,7,145.65,0,Lost Customer
1019,13866.0,73,7,145.67,1,Low-Value
4562,17487.0,727,7,145.7,0,Lost Customer
5071,18007.0,392,31,145.86999999999998,2,Mid-Value
4293,17210.0,392,30,146.03,2,Mid-Value
5262,18200.0,105,27,146.21,1,Low-Value
1660,14521.0,490,13,146.56,0,Lost Customer
1908,14774.0,528,8,146.65000000000003,0,Lost Customer
2058,14941.0,578,5,146.7,0,Lost Customer
1949,14816.0,196,3,146.85,1,Low-Value
3214,16112.0,142,9,146.9,1,Low-Value
3430,16334.0,491,26,147.15000000000006,0,Lost Customer
253,13072.0,266,6,147.45,2,Mid-Value
5343,18281.0,180,11,147.53000000000003,1,Low-Value
743,13578.0,408,9,147.66,2,Mid-Value
1473,14330.0,623,10,147.82999999999998,0,Lost Customer
4003,16914.0,35,19,147.87,1,Low-Value
2100,14983.0,688,20,148.10000000000005,0,Lost Customer
2713,15604.0,51,11,148.21,1,Low-Value
2399,15283.0,389,9,148.33,2,Mid-Value
3376,16277.0,733,19,148.34,0,Lost Customer
4563,17488.0,640,9,148.4,0,Lost Customer
2635,15526.0,32,4,148.44,1,Low-Value
4384,17301.0,20,48,148.62000000000003,1,Low-Value
4622,17549.0,23,6,148.86,1,Low-Value
3,12746.0,540,10,148.95000000000002,0,Lost Customer
186,13003.0,105,6,149.05,1,Low-Value
4279,17196.0,427,35,149.1,2,Mid-Value
1732,14596.0,626,26,149.12000000000003,0,Lost Customer
2350,15234.0,276,11,149.3,2,Mid-Value
1832,14697.0,217,17,149.57999999999996,2,Mid-Value
4312,17229.0,95,21,149.79,1,Low-Value
3058,15954.0,588,16,149.94999999999996,0,Lost Customer
4344,17261.0,509,22,149.98999999999998,0,Lost Customer
1977,14845.0,599,1,150.0,0,Lost Customer
2347,15231.0,620,8,150.05999999999997,0,Lost Customer
1622,14483.0,281,8,150.75,2,Mid-Value
1249,14100.0,137,19,150.8,1,Low-Value
3504,16408.0,590,27,151.18,0,Lost Customer
5139,18076.0,379,8,151.49,2,Mid-Value
2544,15433.0,213,12,151.57,2,Mid-Value
3149,16046.0,561,14,151.69,0,Lost Customer
2408,15292.0,200,19,151.73999999999998,1,Low-Value
4757,17688.0,393,9,151.8,2,Mid-Value
3709,16617.0,235,5,151.85000000000002,2,Mid-Value
854,13691.0,395,26,152.14,2,Mid-Value
1093,13943.0,577,9,152.17,0,Lost Customer
138,12954.0,638,9,152.25,0,Lost Customer
4410,17327.0,409,4,152.35,2,Mid-Value
77,12892.0,396,11,152.38000000000002,2,Mid-Value
5201,18138.0,294,8,152.65,2,Mid-Value
4249,17166.0,38,8,152.82,1,Low-Value
4720,17650.0,20,7,152.88,1,Low-Value
2542,15431.0,502,2,153.24,0,Lost Customer
3611,16517.0,276,15,153.8,2,Mid-Value
3844,16753.0,57,25,154.12,1,Low-Value
1238,14089.0,56,11,154.25,1,Low-Value
661,13490.0,653,8,154.25,0,Lost Customer
23,12834.0,282,9,154.68,2,Mid-Value
3787,16695.0,561,23,154.95000000000002,0,Lost Customer
1753,14617.0,402,7,155.07000000000002,2,Mid-Value
2423,15307.0,95,9,155.70000000000002,1,Low-Value
1416,14271.0,225,24,155.71,2,Mid-Value
233,13051.0,578,4,155.8,0,Lost Customer
5053,17989.0,378,20,155.88000000000002,2,Mid-Value
3783,16691.0,417,9,155.94000000000003,2,Mid-Value
429,13250.0,460,13,155.94000000000003,2,Mid-Value
5047,17983.0,394,20,155.96,2,Mid-Value
851,13688.0,634,2,156.0,0,Lost Customer
2849,15741.0,457,9,156.22,2,Mid-Value
4401,17318.0,724,16,156.48000000000002,0,Lost Customer
2443,15327.0,52,7,156.55,1,Low-Value
2674,15565.0,49,7,156.65999999999997,1,Low-Value
3604,16508.0,629,27,156.96,0,Lost Customer
4678,17605.0,589,12,157.0,0,Lost Customer
2251,15135.0,238,10,157.02999999999997,2,Mid-Value
1468,14325.0,569,11,157.1,0,Lost Customer
663,13494.0,311,9,157.41000000000003,2,Mid-Value
5109,18046.0,649,19,157.58,0,Lost Customer
3477,16381.0,395,27,157.70000000000005,2,Mid-Value
5110,18047.0,380,31,157.79000000000002,2,Mid-Value
1353,14207.0,687,2,157.8,0,Lost Customer
2322,15206.0,9,4,157.79999999999998,1,Low-Value
837,13674.0,432,9,157.83,2,Mid-Value
1312,14166.0,504,29,157.95,0,Lost Customer
2470,15355.0,28,8,158.05,1,Low-Value
574,13400.0,582,12,158.28,0,Lost Customer
2112,14995.0,38,38,158.36,1,Low-Value
3083,15979.0,602,11,158.37,0,Lost Customer
2118,15001.0,393,28,158.90999999999997,2,Mid-Value
3313,16213.0,78,6,159.0,1,Low-Value
3653,16559.0,396,15,159.1,2,Mid-Value
480,13302.0,154,3,159.2,1,Low-Value
3379,16280.0,724,11,159.55,0,Lost Customer
4753,17684.0,43,10,159.61,1,Low-Value
2837,15729.0,212,9,159.70000000000002,2,Mid-Value
3910,16819.0,464,14,159.89000000000001,2,Mid-Value
5100,18037.0,153,29,160.31999999999996,1,Low-Value
4647,17574.0,242,7,160.45,2,Mid-Value
1414,14269.0,438,8,160.53,2,Mid-Value
4285,17202.0,420,8,160.65,2,Mid-Value
783,13618.0,173,12,160.84000000000003,1,Low-Value
525,13349.0,10,10,160.92,1,Low-Value
2675,15566.0,392,8,160.92000000000002,2,Mid-Value
41,12852.0,294,8,160.95,2,Mid-Value
2158,15041.0,169,44,160.96,1,Low-Value
2562,15451.0,433,36,161.16000000000003,2,Mid-Value
3982,16893.0,366,46,161.45000000000002,2,Mid-Value
1975,14843.0,436,6,162.0,2,Mid-Value
3539,16443.0,520,1,162.24,0,Lost Customer
5074,18010.0,256,12,162.24999999999997,2,Mid-Value
5236,18174.0,6,2,162.5,1,Low-Value
4096,17010.0,17,9,162.66,1,Low-Value
5182,18119.0,367,20,162.75999999999996,2,Mid-Value
313,13133.0,273,10,162.95000000000002,2,Mid-Value
4551,17475.0,78,11,163.16999999999996,1,Low-Value
2878,15772.0,417,9,163.17999999999998,2,Mid-Value
244,13063.0,480,10,163.2,0,Lost Customer
1495,14354.0,5,9,163.62,1,Low-Value
1153,14003.0,732,12,163.82,0,Lost Customer
1218,14069.0,514,27,163.96,0,Lost Customer
3583,16487.0,576,22,164.0,0,Lost Customer
1574,14433.0,465,33,164.35,2,Mid-Value
5135,18072.0,185,11,164.51999999999998,1,Low-Value
698,13533.0,182,42,164.75000000000003,1,Low-Value
39,12850.0,445,1,165.0,2,Mid-Value
2432,15316.0,326,1,165.0,2,Mid-Value
3755,16663.0,728,1,165.0,0,Lost Customer
2434,15318.0,3,14,165.14000000000001,1,Low-Value
5344,18282.0,7,11,165.29999999999998,1,Low-Value
4336,17253.0,17,17,165.51,1,Low-Value
2499,15386.0,185,12,165.57000000000002,1,Low-Value
4111,17026.0,184,4,165.63,1,Low-Value
1992,14860.0,18,10,165.64000000000001,1,Low-Value
2515,15404.0,375,11,165.66,2,Mid-Value
3289,16189.0,15,8,165.73,1,Low-Value
5031,17967.0,371,34,166.17,2,Mid-Value
5117,18054.0,392,10,166.29999999999998,2,Mid-Value
1117,13967.0,145,6,166.3,1,Low-Value
1922,14789.0,28,5,166.44,1,Low-Value
500,13322.0,16,20,166.59,1,Low-Value
5011,17947.0,36,7,166.6,1,Low-Value
1011,13858.0,56,9,166.82,1,Low-Value
3675,16583.0,373,10,167.15,2,Mid-Value
1995,14863.0,28,5,167.16,1,Low-Value
3501,16405.0,301,5,167.25,2,Mid-Value
2797,15688.0,418,22,167.27,2,Mid-Value
2169,15052.0,318,17,167.32999999999998,2,Mid-Value
4659,17586.0,618,8,167.4,0,Lost Customer
3521,16425.0,301,11,167.5,2,Mid-Value
583,13411.0,106,14,167.80000000000004,1,Low-Value
3192,16090.0,623,17,167.81,0,Lost Customer
4054,16965.0,226,18,167.85,2,Mid-Value
4849,17781.0,158,8,168.33,1,Low-Value
1267,14119.0,375,10,168.37,2,Mid-Value
2264,15148.0,10,11,168.39000000000001,1,Low-Value
4354,17271.0,735,35,168.64999999999998,0,Lost Customer
1597,14458.0,380,27,168.79,2,Mid-Value
5177,18114.0,289,20,168.9,2,Mid-Value
5215,18153.0,658,11,169.12,0,Lost Customer
72,12887.0,383,10,169.14999999999998,2,Mid-Value
1329,14183.0,410,21,169.32999999999998,2,Mid-Value
462,13284.0,330,11,169.39,2,Mid-Value
910,13747.0,373,5,169.79999999999998,2,Mid-Value
5085,18021.0,509,19,169.8,0,Lost Customer
2164,15047.0,269,11,170.02000000000004,2,Mid-Value
5077,18013.0,154,25,170.09,1,Low-Value
1422,14278.0,409,10,170.42999999999998,2,Mid-Value
1110,13960.0,20,8,170.76,1,Low-Value
269,13088.0,416,14,170.86,2,Mid-Value
3913,16822.0,685,10,171.19,0,Lost Customer
2596,15487.0,679,10,171.32000000000002,0,Lost Customer
5154,18091.0,592,13,171.37,0,Lost Customer
4648,17575.0,666,5,171.7,0,Lost Customer
4573,17498.0,75,10,171.74,1,Low-Value
2624,15515.0,386,7,171.80999999999997,2,Mid-Value
626,13454.0,640,15,171.93,0,Lost Customer
1962,14830.0,52,34,172.01999999999998,1,Low-Value
396,13216.0,267,3,172.12,2,Mid-Value
4770,17701.0,252,9,172.25,2,Mid-Value
853,13690.0,58,9,172.25,1,Low-Value
1801,14666.0,23,12,172.3,1,Low-Value
4786,17717.0,420,11,172.49999999999997,2,Mid-Value
3129,16026.0,42,23,172.54000000000002,1,Low-Value
5329,18267.0,672,11,172.77,0,Lost Customer
2604,15495.0,378,14,173.04999999999998,2,Mid-Value
3315,16215.0,80,10,173.05,1,Low-Value
1498,14357.0,42,28,173.07000000000002,1,Low-Value
178,12995.0,84,2,173.16,1,Low-Value
1502,14361.0,578,11,173.70999999999998,0,Lost Customer
2718,15609.0,183,10,173.82999999999998,1,Low-Value
2333,15217.0,562,11,173.83,0,Lost Customer
3019,15915.0,401,33,173.98,2,Mid-Value
4967,17902.0,546,14,174.00000000000003,0,Lost Customer
4330,17247.0,14,31,174.27,1,Low-Value
3070,15966.0,450,11,174.76999999999998,2,Mid-Value
369,13189.0,18,18,174.88000000000002,1,Low-Value
3086,15982.0,604,18,175.12,0,Lost Customer
3246,16144.0,246,1,175.2,2,Mid-Value
4414,17331.0,123,1,175.2,1,Low-Value
3000,15895.0,149,8,175.42,1,Low-Value
3986,16897.0,298,21,175.43000000000004,2,Mid-Value
1789,14654.0,737,17,175.64999999999995,0,Lost Customer
2409,15293.0,665,12,176.0,0,Lost Customer
1166,14017.0,570,10,176.05,0,Lost Customer
5237,18175.0,675,7,176.09999999999997,0,Lost Customer
1526,14385.0,8,12,176.11,1,Low-Value
1431,14287.0,7,9,176.63,1,Low-Value
909,13746.0,413,9,176.69,2,Mid-Value
4121,17036.0,382,12,176.9,2,Mid-Value
1829,14694.0,616,11,177.06000000000003,0,Lost Customer
810,13646.0,399,29,177.29999999999998,2,Mid-Value
2896,15790.0,9,26,177.29999999999998,1,Low-Value
3936,16845.0,617,11,177.59,0,Lost Customer
5231,18169.0,60,8,177.75000000000003,1,Low-Value
928,13766.0,494,16,177.74999999999997,0,Lost Customer
3956,16866.0,140,10,177.89,1,Low-Value
1128,13978.0,14,14,178.07,1,Low-Value
4468,17385.0,14,29,178.07000000000002,1,Low-Value
130,12946.0,436,11,178.35000000000002,2,Mid-Value
1838,14703.0,14,12,178.39000000000001,1,Low-Value
1533,14392.0,431,8,178.5,2,Mid-Value
4944,17879.0,173,6,178.51999999999998,1,Low-Value
577,13404.0,0,7,178.54999999999998,1,Low-Value
2523,15412.0,170,9,178.73000000000002,1,Low-Value
1840,14705.0,198,1,179.0,1,Low-Value
408,13228.0,80,1,179.0,1,Low-Value
4386,17303.0,360,34,179.05999999999997,2,Mid-Value
2806,15697.0,689,10,179.25,0,Lost Customer
5209,18147.0,45,7,179.33999999999997,1,Low-Value
2519,15408.0,263,19,179.42999999999998,2,Mid-Value
2019,14888.0,206,9,179.5,2,Mid-Value
2676,15567.0,18,6,180.25000000000003,1,Low-Value
4366,17283.0,378,13,180.47,2,Mid-Value
5069,18005.0,3,35,180.5,1,Low-Value
4335,17252.0,116,37,180.51,1,Low-Value
3964,16874.0,378,25,180.69,2,Mid-Value
2776,15667.0,39,7,181.07999999999998,1,Low-Value
3622,16528.0,3,12,181.17,1,Low-Value
2246,15130.0,169,12,181.46,1,Low-Value
4150,17065.0,637,10,181.5,0,Lost Customer
3578,16482.0,15,15,181.53,1,Low-Value
1419,14274.0,685,10,181.6,0,Lost Customer
118,12934.0,736,2,181.65,0,Lost Customer
608,13436.0,1,11,181.89,1,Low-Value
459,13281.0,438,11,181.95000000000002,2,Mid-Value
617,13445.0,625,5,182.2,0,Lost Customer
830,13667.0,148,43,182.30000000000007,1,Low-Value
2136,15019.0,266,36,182.47000000000003,2,Mid-Value
4340,17257.0,435,11,182.63,2,Mid-Value
4051,16962.0,409,11,182.63999999999996,2,Mid-Value
2570,15459.0,416,6,183.03,2,Mid-Value
1665,14526.0,388,26,183.1,2,Mid-Value
5144,18081.0,35,10,183.25,1,Low-Value
3176,16074.0,389,18,183.34999999999997,2,Mid-Value
2109,14992.0,441,22,183.54,2,Mid-Value
5275,18213.0,236,11,183.57999999999998,2,Mid-Value
958,13796.0,498,14,184.9,0,Lost Customer
790,13625.0,596,12,184.94,0,Lost Customer
2599,15490.0,429,22,185.09999999999997,2,Mid-Value
3029,15925.0,193,9,185.35,1,Low-Value
1223,14074.0,622,5,185.4,0,Lost Customer
4560,17484.0,575,11,185.57000000000002,0,Lost Customer
2410,15294.0,410,12,185.64999999999998,2,Mid-Value
3484,16388.0,653,13,186.05000000000004,0,Lost Customer
2985,15880.0,368,37,186.06,2,Mid-Value
1039,13886.0,70,12,186.06000000000003,1,Low-Value
2667,15558.0,638,21,186.17999999999998,0,Lost Customer
5261,18199.0,683,11,186.3,0,Lost Customer
1116,13966.0,434,10,186.38,2,Mid-Value
2171,15054.0,11,51,186.41999999999993,1,Low-Value
5126,18063.0,390,3,186.60000000000002,2,Mid-Value
3366,16267.0,590,7,186.65999999999997,0,Lost Customer
2957,15852.0,186,18,186.67000000000002,1,Low-Value
1615,14476.0,256,16,187.10000000000002,2,Mid-Value
735,13570.0,242,22,187.14000000000001,2,Mid-Value
3824,16733.0,529,8,187.23000000000005,0,Lost Customer
825,13661.0,602,10,187.26,0,Lost Customer
4204,17120.0,232,11,187.60999999999996,2,Mid-Value
4362,17279.0,57,9,187.82999999999998,1,Low-Value
2652,15543.0,287,40,188.03999999999996,2,Mid-Value
390,13210.0,93,11,188.14,1,Low-Value
4892,17824.0,50,8,188.24,1,Low-Value
3990,16901.0,728,20,188.41000000000003,0,Lost Customer
1076,13926.0,22,10,188.45000000000005,1,Low-Value
784,13619.0,544,36,188.63999999999996,0,Lost Customer
1939,14806.0,74,14,188.83000000000004,1,Low-Value
2204,15087.0,281,8,188.84,2,Mid-Value
2465,15350.0,372,11,188.9,2,Mid-Value
4547,17471.0,474,11,189.04999999999998,2,Mid-Value
2451,15336.0,401,12,189.05,2,Mid-Value
237,13056.0,550,16,189.07999999999998,0,Lost Customer
3035,15931.0,427,10,189.39999999999998,2,Mid-Value
773,13608.0,540,22,189.55,0,Lost Customer
871,13708.0,270,31,190.15,2,Mid-Value
3777,16685.0,60,31,190.29,1,Low-Value
5040,17976.0,371,28,190.33999999999997,2,Mid-Value
493,13315.0,688,13,190.42999999999998,0,Lost Customer
5084,18020.0,543,12,190.48000000000002,0,Lost Customer
4515,17435.0,410,9,190.5,2,Mid-Value
2654,15545.0,53,40,190.55000000000004,1,Low-Value
721,13556.0,428,8,190.62,2,Mid-Value
301,13121.0,268,33,190.62999999999994,2,Mid-Value
3848,16757.0,318,10,190.74,2,Mid-Value
1142,13992.0,29,9,191.0,1,Low-Value
3997,16908.0,721,12,191.14000000000001,0,Lost Customer
1882,14747.0,248,10,191.55,2,Mid-Value
